number,professor,review
WCOMS4771,"Jebara, Tony","Allegedly Columbia's resident machine learning guru, Jebara is an extremely mediocre professor. The lecture slides were unhelpful at best, and he basically just reads off of them during lecture with some supplementary doodling on the blackboard. Still, he's a nice guy who will be happy to explain stuff in office hours, but I found the books to be the most helpful, especially for the homeworks. As for the course, be ready for A LOT of stat and linear algebra before you get to the good stuff.
Workload:
Four cookbook homework assignments using MATLAB (start early), a moderately difficult midterm, a virtually impossible final, and an open-ended project/paper."
WCOMS4705,"Collins, Michael","Knowledgeable? Yes. Approachable? Yes. Nice? Absolutely. A good instructor? Hell no.
Prof. Collins definitely knows his stuff. However, he has troubles conveying it to his students. Admittedly, I'm not very good at prob/stats, and this course is full of probability. However, it is not a sign of a good professor when you're really excited to be there on day one but feel utter despair on your way out. My friend and I went to almost every single lecture but felt behind everyday.
Also, there were three assignments the entire term. Usually this would be a good thing. However, because you did not understand what was going on in lectures, we at least needed some kind of practice for the midterms (called quizzes because he's British or something). Alas, no assignment was released before the second midterm, and it absolutely pooped on us.
Hopefully, this cluttered and unorganized class will get better as Collins gets more and more experience teaching. However, if you can, try to take it with Prof. Hirschberg or someone who can actually make you understand.
Workload:
3 HWs (5 were expected in the beginning)
2 Midterms
1 Final"
WCOMS4705,"Collins, Michael","You know you're taking a class on a different level when you're doing homework and whenever you Google for help, your own damn professor's slides and research papers are the top (and sometimes only) results.
You know from that that Michael Collins is obviously a brilliant man and has made a huge impact on NLP research, but he's also a great lecturer and professor. He explains topics thoroughly and thoughtfully and takes time during class to answer all questions. He'll give printouts of slides to you as well as post them online. (The slides themselves are really only meant to supplement his lecture thoughâ€”there are some classes where the slides are a good substitute for in-class notes; this is not the case here.) For some of the bigger topics (part of speech tagging, machine translation, etc.) he'll also type up his own notes that cover the subject pretty well. Overall an approachable and friendly guy.
As for the course itself, like a previous reviewer said, Collins definitely brings some rigor to a class that is generally within Julia Hirschberg's realm of teaching. The class felt like applied machine learning at times, and you were at an advantage if you've taken some sort of ML before, and a strong foundation in statistics is important to really understand what's going on. The average on some assignments and quizzes were really low (a third of the class got less than 50% on the second quiz), but the class is curved. The tests were a mix of applying basic knowledge on a topic and adapting algorithms learned in class to some unique situation. The analytical part of the homeworks were generally in a similar spirit. Grading was a bit harsh at first but seemed to let up towards the end.
If you know 1) your stats and/or 2) have taken some ML before and 3) want to learn NLP from one of the top people in the field, there's no question you should take this class. If you just want to do #3, it'll take you a little more effort, but you'll probably muddle your way through like the rest of us. If none of these sound interesting, there are better classes out there for you, friend.
Workload:
2 quizzes, 1 final.
3 homeworks, seemingly released at the TAs' whims. All had analytical parts, first 2 had programming. On par with what you'd expect from this style of course.
Programming wasn't necessarily difficult, but sometimes it's hard to debug when you're working with a decent-sized corpus and your entire program takes minutes, if not hours, to run. If you ask, the TAs should release how long each program should take to run (generally < 5min), but everything's language-dependent anyway so that's only slightly useful."
WCOMS4705,"Hirschberg, Julia","This is not the class I thought I signed up for, but now that I'm done with it I think it was worth taking.
It's insufficiently clear from the course directory that NLP (at least with Prof. Hirschberg) is entirely a survey course: you learn very little that you can sit down and implement, and a lot about broad categories of problems in computational linguistics and the general approaches that has been used to solve them. There are a handful of algorithms I'll hang on to---two months after the midterm I'm fairly confident I could write a Brill tagger or a CYK parser---but realistically, I'll never need to, and most of the material is not that specific. This class is not so much about learning to do NLP as it is about learning to understand what's already been done.
Prof. Hirschberg herself is very sweet---helpful and accessible outside of class. She also has a very soothing voice. This turned out to be a bit of a problem: I came every day, but to my great shame would start to doze off around the 45-minute mark almost half the time. I would love for her to read me bedtime stories, but the bottomless slide decks and repetitive nature of the material mean that the lectures are unstimulating to the point of peril.
If you're at all interested in NLP I'd certainly recommend that you take this class; if you're just trying to fill the AI track requirements you'll learn more impressive things in graphics.
Workload:
2 programming assignments that require potentially infinite time---you're evaluated on a blind test corpus so you have no idea how you'll do. No ""A for effort"" here---your score is entirely based on how well you handle the test corpus relative to the rest of the class.
One (fairly lengthy) written assignment.
1 midterm, 1 (non-cumulative!) final."
WCOMS4705,"McKeown, Kathleen","She did a good job of covering the material and explaining what she expected for the midterms. About what you'd expect for this level class. There was a curve.
http://www1.cs.columbia.edu/~kathy/NLP/
Workload:
3 projects (in perl or java), 1 homework and 2 standard exams."
WCOMS4705,"Hirschberg, Julia","Man, I must not have been taking the same class as the other two reviewers. NLP is an interesting topic but somehow it ended up getting reduced to baby talk, with endless probing of the uninterested students for examples to incredibly simple questions. She's a nice person and all, but this felt like a big waste of time.
Workload:
Three long programming assignments, two pretty easy exams (a lot of memorizing terms)."
WCOMS4705,"Hirschberg, Julia","An excellent professor, not a bad class. Professor Hirschberg is engaging, friendly, and interesting, incredibly well prepared for class, and impressively knowledgeable about her field.
You should expect the class to tend towards your humanities side, if you are used to the standard comp. sci class. Exams consist of essays rather than calculations, and at least half the class is devoted to the study of natural language itself, often seperate from computation. There are very few algorithms to learn, material is approached on a ""higher level"" that avoids technical knowledge.
Going to class is not strictly required, since there are beautiful lecture notes for each class, as well as chapters and sections in the book posted for each lecture. Missing class however would be a mistake, as she is an engaging lecturer.
Workload:
Three homework assignments that require only a relatively minimal amount of programming (repeated use of regular expressions, mainly), but are interesting. One was organized as a competition. Two exams that were fair, with term definition and essay sections."
WCOMS4705,"Hirschberg, Julia","Julia is, in a word, amazing. She is a really sweet, nice lady who is also extremely knowledgeable about her field and seems to really LOVE teaching. Her melodic speaking voice makes her sound like she's talking down to the class, but don't be fooled; once you get used to her you realize that she truly respects her students. The classes are a mix of lecture and discussion, but tend toward discussion most of the time. Julia really encourages the class to get involved (there is a class participation grade), and usually there are many great insights into the material. She will learn your name, and you are always welcome to chat with her after class or in office hours. If you are at all interested in NLP, or you think you might be, do not miss this class.
Workload:
Assigned readings (textbook and papers - definitely NOT optional, but the book is quite good), 3 homework assignments (VERY INVOLVED, so start early), and a closed-book midterm and final."
WCOMS4180,"Cook, Debbie","Avoid this like the plague. Three-hour lectures are spent reading man pages (in roughly the tone of voice that you'd expect a man page to be read). Long, unguided homework assignments are spent mostly figuring out the details of Java libraries rather than doing actual work. Then they're graded seemingly at random... a friend got 25 points off for a non-preferred commenting style!
A giant waste of time, and damn hard to sit through.
Workload:
Three long homeworks, two exams (one was tough, one wasn't)."
WCOMS4180,"Keromytis, Angelos","In defense of a wonderful professor: Prof. Keromytis is bright, extremely knowledgeable, prepared for class, funny (not dull), and cares about his students. My friends and I found him to be very approachable (not snotty or blatantly rude) and eager to help, though often it made sense to first go to the TA. His assignments covered some applied security technologies (SSL, RSA/AES encryption, SOCKS, DH key exchange, etc.) but not necessarily every single theoretical model discussed in class. C was the language of choice with two minor exceptions for Java. I rate this class 5/5.
Workload:
5 assignments - %50, midterm - %20 and final - %30. The midterm and final were of average difficulty. Some assignments were very difficult and time consuming and others were of average difficulty (no easy ones)."
WCOMS4180,"Keromytis, Angelos","The lectures are straight from the book - the prof reads right off the pages. This *sucks* big time coz the assignments are harder and you get *no idea* from the lectures. (Example. You need to do this RSA encryption project. You get the math background from a book somewhere. But to actually *implement* it using those hideous Java BigNums or the grungy GnuMP libs is a whole other story - try computing an inverse mod using GnuMP...)
You get little-to-no-help from the prof for debugging etc. The exams are not particularly hard, basically regurg the stuff you saw in class. Overall, if you did the programming then you got something, otherwise don't take this class. Ok, maybe the prof really knows his stuff, but he sure doesn't know how to deliver it. Overall, potential to be a great class, but sucky prof. rating is ** out of five stars.
Workload:
5 *hard* programming homeworks, midterm, final."
WCOMS4180,"Keromytis, Angelos","Like the other review says...Keromytis definitely know his security stuff...however, in his teaching approach, he assumes students know just about as much as he does. His lectures are interesting, however they do not correspond to the programming assignments at all. The assignments are a lot of work, and he just dumps it on you with no help whatsoever. He is somewhat snobby, and not at all approachable...but if you love security, and think you can handle programming it, than the class is for you.
Workload:
5 homeworks, 50% of grade (includes programming & theory) midterm (not too hard, 25%), final 25%"
WCOMS4180,"Schulzrinne, Henning","Another reminder that this is a research university, not a teaching center. Schulzrinne means well, and he is into his work, but lectures are no more than powerpoint versions (no joke) of the mediocre book, and the material is poorly organized, poorly presented, and unfairly tested. The assignments are unrealistic, support from the book is nonexistant, and a lot of students realized too late in the course that this was one they should have dropped. On the other hand, the subject is a fascinating one, and the few assignments that students are able to finish are cool things to be able to tell people you did. Just be forwarned: it's a cool subject, but you're on your own to explore it, and there is no helpful book to fall back on.
Workload:
Several medium-sized programming projects (some are very hard), monthly problem sets, Midterm, Final."
WCOMS4118,"Nieh, Jason","Your experience in this class will depend almost entirely on your team. If you come in with people you know and trust to be competent, you will be at a monumental advantage. If you sort into a random group, well... godspeed to you, brave soldier!
The professor's lectures were of extremely high quality, though the recordings are not. TAs were top-notch. The two books were, respectively, completely useless and extremely useful. You will be given problems from the extremely useless book, but should instead spend your time reading the book on kernel development for the homeworks.
(45%) 6 homework assignments, lowest is dropped
(15%) Grading on your reviews of peers' work
(15%) Midterm
(25%) Final
(00%) Extra Credit
Note: there were programming problems on the two exams.
Workload:
Individual contribution will vary between 15% and 70% of each homework assignment, subject to group dynamics.
Averages tend to be quite low on homeworks and exams. If you score between 50 to 60% on the assignments and exams, you're probably in the middle on the pack."
WCOMS4118,"Nieh, Jason","Too much workload that equivalent to, or even more than the rest three courses I take this semester. Besides the endless projects, you need to review others' homework which also takes up much time. The grading sheet is really harsh, you never know what parts will be deducted points according to the grading sheet. The homework instructions are ill-organized sometimes, you were not clearly told what were expected to do in order not to lose points.
Workload:
Six projects, the first two are easier(compare with the latter ones), but the rest are hard. The last one conflicts with other finals, other projects and has earlier deadline. No grace days.
Midtem+final. Some parts are at the corner of the textbook. By the way, the textbook is pretty useless for the 6 projects.
Anyway, if you enjoy challenges and have plenty of time and mentally strong, this course is designed for you."
WCOMS4118,"Nieh, Jason","Real men take Operating Systems. And, of course, hard as nails women too.
This is by far the hardest class I've ever taken. The workload is about 30-40 hours per week on project weeks, almost none on off weeks. And there are like two off weeks.
The course itself, as in the things you get examined on, is actually relatively simple. There are two components: a concepts component, which you can get entirely from reading the textbook, and a practice component, which consists of endless hours of reading through C source code, followed by more hours of implementing your design, followed by a frantic 24 hour code marathon once you finally figure out what you were supposed to be doing from the start.
Some prerequisites: Firstly, you need to know C really, really well. I mean like, you need to be able to write memory-safe in C in your sleep. You will be taught thread and interrupt safety in the course itself.
More importantly, you need to be able to read C code. There is no manual for the Linux kernel. It's C all the way down (well no, it turns into assembly at some point...) I mean, yeah there are some documentation notes, but the real deal is the code. If you can't figure out what a method is doing in one glance, you're going to have to brush up on your sight reading.
Oh and also, the projects are based around modifying the Android Linux kernel. I mean, how cool is that!
Workload:
Oh sweet Jesus. Like I said before, the workload is crushing. On the bright side, though, you will be working as a team, so you can always opt to cling like a remora to your teammate's work. If laziness is not your thing, you'd better get the lead out, because this class will make the rest of your classes look wimpy."
WCOMS4118,"Yang, Junfeng","OS is an essential course and you could learn a lot about kernel programming.
However, personally speaking, Prof. Yang's classroom delivery is the worst that I've ever seen at Columbia. The first several classes, it turned out to have 50-70 attendance. Then, this number continued to drop and after Spring Break, we've only had 10 people or so in the classroom. It seems people prefer reading textbook. A lot of errors in his slides. He's a nice person tho.
Some TAs in this course are really bad, in contrast, some are really good. I agree with the previous review. One TA had a serious attitude problem and he looked down upon on the students. And it seems that there's few communication and discussions among the TAs, so that they have different criteria when grading. A lot of grading errors. It's totally unprofessional.
Workload:
6 tough HWs through out the semester. 1 can be dropped."
WCOMS4118,"Yang, Junfeng","This is not a ""mad hard"" course, but a few bad policies unnecessarily make it more painful.
Despite repeated pleas Prof. Yang did not post the slides before lecture, his reasoning being that this would force everyone to take notes. This voodoo pedagogy ended up discouraging me from taking notes. Please take a look at this:
Kimberley A. Babb, Craig Ross, The timing of online lecture slide availability and its effect on attendance, participation, and exam performance, Computers & Education.
His slides are pretty incomprehensible/garbled in most places and too verbose in others. Prof. Yang is pretty earnest, so it may be a matter of N-iterations.
The TAs for this course were not the best. They're perfectly OK with the grading but their mannerisms, politeness and preparedness leave a lot to be desired. Also getting the TAs to grade parts of the exam is ridiculous.
Spring break gives you a breather, so if at all possible take OS in the spring. Prof. Yang will have asides on topics like Files Systems, Concurrency, Testing etc. whereas Prof. Nieh (Fall) talks about other OSes like Android. Other than that the two offerings are almost the same.
The Linux kernel is written with *excellent* C programming practices. Some of the constructs are delightfully concise yet ridiculously extensible and performance tuned. Doing the first assignment to its completion will get your C programming up to scratch.
Workload:
I scoff at suggestions that it's too heavy. It's entirely reasonable given the ambitious scope of this course and if you understand what you're doing. Make sure you pick partners who like OS and are not just trying to get it over with."
WCOMS4118,"Yang, Junfeng","Operating systems is a mad hard course. The assignment take forever. If you don't need to take OS you should avoid it altogether. Its a very painful course, having left me sitting in that smelly CS lounge staring in front of ugly terminals displaying kernel bug and panic messages on warm spring weekends while everyone else plays with frisbees or what ever the youth plays with these days. However the skills learned from this class could come in handy; it helped me net a sweet job so the pain was worth it for me.
The theory behind the class isn't too bad but the assignments involve changing the actual linux kernel to do new things. The kernel is very confusing and has many program practices which would normally be considered bad, such as extensive use of macros, but is justified for efficiency. There are a ton of underscores everywhere which annoys me (I prefer the Java capping style but oh well). Also since its the kernel debugging is a lot harder. Make sure you thoroughly understand C before this course.
Workload:
6 super heavy assignments (1 dropped), tough midterm and final"
WCOMS4118,"Nieh, Jason","This course is the best CS course I have ever taken.
I entered the course with very little C experience and with hardly any Linux experience - let alone any kernel programming experience. After taking this course I did a project for the professor next semester and I now feel confident to take on large kernel intensive projects.
Further, even if you're not going to be an operating systems developer, taking this course will make you understand all those details, which are unavoidably important, but always seem vague without having real OS experience - such as memory management, device drivers, threads and processes and more. I have taken another OS course before this at another institution, and I have to say that a course like this should be mandatory for all CS students.
Jason is an excellent teacher, who is very approachable and answers any question with insight and dedication, so take this course with him if you have the chance.
Only criticism is that I think there should be a homework related to writing a driver/module instead of for instance changing the scheduler, as it is more relevant for most of the kernel work to be done by the majority of people. Also, the classes do seem a little slow at times, but I guess that's more of personal preference.
Workload:
Regarding the workload, yes, it is VERY tough. The homeworks will kill you, and if you have little C and linux experience it will be even worse. As another reviewer wrote: do some C programming practice before starting this course! Also, pick a good teammate and plan the entire semester for homeworks (including which homework to possibly skip) from the beginning. The midterm and final are not over the top difficult, but will require knowledge of what you are doing. (The questions are relevant though and not to test-like).
Don't let the workload scare you off, but don't take this course together with other core-courses - you will suffocate :)"
WCOMS4118,"Nieh, Jason","This is by far the most demanding and rewarding class I have taken as a CS grad student at Columbia. The famous 6 Linux kernel homeworks were just as time-consuming as could be expected. However the Prof and the TA:s were very helpful and there is a good discussion board belonging to the class. It was possible to skip one homework without a grade penalty. The first two assignments were not that difficult but 3-6 was very challenging.
The exams were in general pretty straight-forward if you had attended the lectures during the semester. The lectures however were rather slow and somewhat obstructed by irrelevant questions. The level of the lectures were much lower than what was required to finish the homeworks.
The best advice I can give for this class is to preferrably get familiar with C and Linux as much as possible before starting the class. No previous kernel programming experience is necessary but not having to spend time with syntax problems is very nice.
But anyone interested in low-level programming should definately take this class.
Workload:
The assignments took us on average up to 40 hours each.

In addition there is some reading to do and lectures to go to. The exams does not require a lot of studying though."
WCOMS4118,"Nieh, Jason","Hardest CS class you'll take at Columbia, hands down. Also, the class you'll learn the most from. Work hard in this class and you will be rewarded. Work not so hard and, well, you'll know the theory fairly well, but that's about it. This class requires a highly intimate knowledge of C--if you don't know it very well, then either skip the class or be prepared to read the K&R book thoroughly.
The course covers the internals of the Linux kernel and we worked specifically with 2.6.11. Nieh covers mostly theory in class, and there is one text which goes over theory in more detail, and one which is a god-awful dry textbook (more like a manual, actually). The assigned readings aren't that long, and you will definitely need to do them--otherwise you will have no idea what the hell is going on. That being said, his lectures compliment the readings very nicely. Nieh was one of my better profs in terms of not ""teaching out of the book."" However--Nieh is the person you go to if you don't understand theory. If you need help with the homework, skip him and go to the TAs directly (he has little involvement in the homeworks).
For each homework, you write a patch to the kernel that does something. After you submit, you have to meet with the TA for ~30 minutes to demo it, and they will also run their own test program on it. Be careful as they are NOT AT ALL forgiving if anything goes wrong--if you can't get it to work (even for a stupid error like you submitted the wrong file), you lose practically all points. Also, each HW has a written portion (~10 questions, usually 50% of the grade).
HWs:
1. Basic stuff, write a small shell, etc.
2. syscall logger: not that hard, just an introduction to syscalls/the virtual machines you'll be using
3. waitqueues/locking/threading stuff: you don't have to write that much code, just be careful what exactly you write.
4. implemented a new scheduler type. most of the class just skipped this HW entirely, i recommend you give it a shot, but, don't bother if you can't get it.
5. memory tracker: write a syscall that can track what chunks of memory you're using. requires you to go low-level with page tables, etc. tough but doable.
6. process tree filesystem: make a filesystem that reflects the processes on a system. it's a lot easier than it sounds; he gives some examples of other pseudo filesystems in class.
Workload:
6 homeworks, 1 midterm, 1 final. Best 5 out of 6 homeworks used. Be careful - each homework could be considered a workload you would put into a project for another class. The midterm and final were both standard: he has a review session for each where he goes over old ones. The exams you take will be different, so you can't just study the old ones and be fine, but they're aren't THAT tricky."
WCOMS4118,"Nahum, Erich","Operating Systems is typically taught by Jason Nieh. This past semester it was taught by Prof. Nahum.
Overall, Nahum is an interesting lecturer who tries to engage the class as often as possible during lectures. He is very approachable and very helpful as well, if you are in a bind (say if the pressures of the world make you and the rest of the class need a hw extension).
Going by the number of assignments (and what Prof. Nahum said at the beginning of the semester) the class is a bit less hardcore than when Nieh last taught it, but all the important bits are still intact and you still learn a lot.
If Nahum teaches OS again I would definitely recommend it, as he is a pretty solid teacher.
Workload:
4-5 Assignments with Programming and Written Component, Midterm, Final"
WCOMS4118,"Nieh, Jason","This class was the class I have learned the most from, and has also been the class from which I have gained the most marketable skills I have and have at least indirectly landed me job offers.
Sometimes professor Nieh presents material in a suboptimal order, but he is very good at explaining low-level system concepts and hardware interactions as well as higher-level algorithms. Exams are definitely fair, but homeworks can be ridiculously difficult in some cases, but others are a good amount of work and are very educational.
He is also very approachable in person and will help with concepts outside of class and welcomes feedback as well.
Workload:
The largest workload of all the classes I have taken in the CS department (databases, vision, PLT, adv. databases, AI, etc.) -- 5-6 projects that involve directly altering the linux kernel, 2 exams, each project is a group project with an individual part with problems mainly from the text."
WCOMS4118,"Schulzrinne, Henning","Pure hell. Though Shulzrinne is a very competent lecturer, who fills the powerpoint-driven class with his vast array of knowledge and with up-to-date news (he even brought up newegg.com on the screen to be sure of the size vs. price of hard disks today) the course itself is probably the most intense you will EVER see in this department.
Be prepared for a very new kind of programming; you won't be writing anything from scratch (save perhaps the first project where you write the unix Shell). Instead you will have to understand lots of cryptic code and obscure structs in the kernel in order to piece together half of an understanding of what is going on before you can actually make changes. The development cycle, far from being the simple 'javac blah.java; java blah' will instead be tweaking small sections, recompiling the kernel, and rebooting, which can take the bulk of your time. The three TAs, however, were very available and ready to help out.
Workload:
Extreme. Five group programming assignments which involve VERY confusing hours of attempting to make sense of vast reams of code in the kernel and then finally inserting a few strategic lines in just the right place to make it work. You will spend many hours figuring out how to track down bugs causing mysterious kernel panics that crash the machine. In addition, there are six written (individual) homeworks that are also quite heavy. Altogether there are 11 assignments, launched close together, and no time to breathe. Homework 50%. One midterm (20%) and one final (30%)."
WCOMS4118,"Keromytis, Angelos","There's a CULPA review of Dan Rubenstein in which the reviewer compares him to a sushi chef who just hands you a dead fish and then criticizes your cooking skills. Keromytis is much worse than that. He's more like a swimming teacher who throws you into a huge pool of acid, then just randomly rambles on about the Summer Olympics. In his lectures, he was always talking about new concepts without introducing them first. Example: one day he was talking about page faults, as if everyone knew what a page fault was. But he had never talked about page faults or pages in class before. I raised my hand and asked ""What's a page fault?"" He said, ""Oh, that's right, I haven't talked about pages yet. I meant to say 'TLB miss', not 'page fault' "". OK, fair enough. But then, a few minutes later, he used the term ""page fault"" again. He STILL hadn't introduced the concept of pages. You need to be aware of what you're saying... Don't assume we know these things, we don't all have like 8 million PhD degrees in CS like you. It's a CLASS. We're there to LEARN. That means most of us didn't know anything about this crap at the beginning of the semester.
Keromytis is one of the many professors at Columbia whose teaching skills were NOT taken into consideration at all when Columbia decided to hire him. If Columbia decided jobs based on teaching skills, Angelos would be fired tomorrow. Basically, he got hired mainly because he's good at acquiring money for the university through research grants. Learn how to run a class. Oh, wait, I guess you never will learn that.. Columbia has tons of professors who were hired like this. All the most selective colleges in America (the ""top-tier"" colleges) do. It's a serious problem with the American academic world today. Before I started attending Columbia, I heard that the Ivy League colleges were the ""best"" colleges, and I used to believe it. But now, more and more, I'm finding that idea hard to swallow.
Workload:
Ridiculous. The homeworks basically consist of making changes to the Linux kernel, which is really hard if you've never done it before. It's a whole different ballgame than normal programming. And Angelos never took any time in class to give advice about how to do it."
WCOMS4118,"Keromytis, Angelos","I liked Angelos. He seems intimidating at first (if you judge him by his mugshot on the columbia site), but he's really very friendly and takes time to explain things again if you didn't catch it the first time, and seems to enjoy teaching this class.
Consider this class CS bootcamp, though. If you're not completely comfortable with C and the linux kernel, the assignments will kick your ass. They took up all my free time, essentially, but somehow I enjoyed it.
I found the midterm to be much easier than I expected, but the final test was pretty brutal.
All in all, I would highly recommend taking this course and this professor.
Workload:
Heavy. You're suicidal if you're thinking of taking this class with Algorithms."
WCOMS4118,"Keromytis, Angelos","Erm... some people formed a cult of personality around this guy, but I found him to be kind of lousy as an instructor and had a tough time maintaining any interest. A lot of questions would be answered in the form of a long, irrelevant story, which was annoying, and the exams were sort of harsh.
Guest lecture from the VMWare guys was pretty cool. I did eventually warm to this class as the term went on, and doing some kernel hacking will make you feel warm inside, so... Plus it's not like you get a choice, really.
Workload:
5 and a half homeworks, each of which you get about two weeks for (hell, you could just do them at the beginning of the term). Time-consuming if you don't know what you're doing (I didn't) -- if you already know a little about the kernel, I suspect it's a very light load. Short exams."
WCOMS4118,"Kamra, Abhinav","I took OS with Professor Kamra over the summer. The course was 12 weeks instead of 15, so I was expecting it to be a little less rigorous. But I didn't expect the professor to show such little commitment to the class. Around the second or third week, he posed the following question to us: ""Does any mind if we don't have class on Thursday, and just have class one day a week?"" No one responded, and this was viewed as consent to literally cut the amount of scheduled class time in half. (I'm not sure how ethical this was, but I didn't want to be the one to complain, and most people just seemed to be in there for the credit.) He claimed we'd cover the same material, but I'm doubtful. I was going to put a complaint about this in my official class review, but it appears we were never given any forms.
As far as lecturing style, he's pretty straightforward and open to student questions, but it's difficult to discern any passion for the subject matter in his delivery. He doesn't go into much more detail than the slides, and I ended up getting most of what I learned from the book.
He told us there'd be four quizzes but the first only came about halfway through the term, the second came a couple weeks before the final, and the final two simply didn't come. These quizzes are very unusual in that they're multiple choice, but there is no indication as to how many of the choices are supposed to be circled. And many of the answer selections seem quite borderline, in my opinion. No quizzes or grades of any sort were revealed until the very day of the final exam, which made it very difficult to gauge how much to study.
I was amazed that this class gets you the same credit as the legendary OS class taught by Professor Nieh during the Fall. If you want an easy A in OS, I'd recommend taking this class. But if you want to be challenged, or really learn about the linux kernel, take it with someone else, some time other than the summer.
Workload:
There is no linux kernel hacking. Instead, you build your OS using OSKIT inside VMWARE. Each OS test requires two reboots of the vmware, so this can be tedious. That said, I really enjoyed this project. There were also two earlier projects, one of which was to implement dining philosophers using a) threads/semaphores b) processes/pipes. These assignments were very instructive. But there's no need to really do a good job of it, because your grade is determined completely by a two minute demo in which you show him the program running, and explain to him how your code works (professor showed up an hour late to said demo). He never even asked to see certain parts of the assignment that I knew some people didn't have working. The final OS demo was equally cursory. When I complained to him anonymously about his grading method, he claimed his method was more effective than having him and/or the TA go over the code themselves, and that if I had a problem with how mine was graded individually, I should talk to him about that specifically. It was hard to have a problem with ""how mine was graded"" though considering that we were never even told our grades on them."
WCOMS4118,"Nieh, Jason","Professor Nieh is generally an amiable person. He provided us with Halloween candy during the midterm and held a pizza party/review session for the last day of class. His teaching style of writing bulleted lists and making diagrams on the blackboard is mildly helpful -- at least it's not Powerpoint. The material was actually really interesting, and concretely brought together things I had learned in other CS classes. Unfortunately, all of this pales in comparison to the torture of the homeworks: endless hours of staring at a computer trying to understand somebody else's LInux code that is hardly discussed in class. The material taught in class was how an operating system works. Ability to do the homeworks was in NO way a function of how well you understood this material. Take this class if you don't care about your grade or have no social life.
Workload:
6 disgusting group homeworks, midterm and final."
WCOMS4118,"Nieh, Jason","If you're going to look for a job in I.T. after graduating with whatever degree you're working towards, this class is a must. The fact that Linux is used as a case study throughout this course is *immensely* useful, if only that OS courses at other universities are taught with merely pedagogical operating systems such as Minix or Nachos. That said, the programming part of the homeworks was arduous and time-consuming (yet rewarding once you gradually grokked a solution, which ended up being less than 50 lines of code for most of the assignments). An able CS undergrad would spend anywhere between 10 to 20 hours a week on the homeworks (written + programming parts combined). Nieh's lectures are very straightforward, and they are very much worth attending. The class is all about *detail* -- for those in systems, there is mounds of it to drum into your head, and this class gives you good practice. The worst part of the class is not the homework, but the morons that you can be potentially be paired up with for doing the programming assignments. Your partner may contribute nothing, yet s/he can get all of the credit for your hard work. Luckily, you get to submit reviews of your partners and they swap around the programming partners based on those reviews after the first two assignments.
Workload:
6 homework assignments. Each assignment has a written component and a programming component. The worst homework grade is dropped (i.e. your worst written score and your worst programming score is dropped, so if you did badly in the written part in homework #3 and the programming part of homework #5, those scores are dropped.) Midterm was easier than the final."
WCOMS4118,"Nieh, Jason","Ok, here's a simple test to determine how you'd do in Nieh's OS class. Rate yourself on a scale of (1=low to 10=high) on each of the following: C/UNIX programming; low-level debugging (i.e. pointers, memory traces, locking/serialization); Linux kernel. Now take the average. If greater than 25, you'll do ok. If greater than 15, expect to spend at least 10 hours a week in the CLIC lab. If less than 15 then **don't bother**. For real. If you are not an expert (or at least very very good) in C and UNIX, then *don't bother*. Now about the class itself. It runs at 200 miles per hour. If you can't keep up with the homework, then you are basically screwed. The programming part is **all Linux kernel hacking** and it is *not* covered in class. Don't expect the TA's to debug your problems and don't expect the prof to give much help except conceptual stuff. Of course, if you have munched Linux kernel code already, then this course will be a breeze. BTW, the cheating policy is outrageous (if the TA suspects you in the least, you are screwed.) Like the other review said, trust the prof/staff less than they trust you and you'll be fine. Prof is okay at office hours, but doesn't have time to give you detailed explanations and stuff -- either you go *very well prepared* or get thrown out in less than 5 mins. But if you can keep up with it, you'll get something out of it.
Workload:
6 homeworks (theory + heavy duty Linux kernel hacking) with lowest hw grade dropped, midterm, final. No extra credit."
WCOMS4118,"Nieh, Jason","In my opinion, Prof Nieh lives in the unrealistic world where a day has 48 hours or more for a student. The work load is way too much and his lectures are absolutely useless when it comes to doing the programming assignments. He might be an intelligent guy but anybody can handle an operating systems course by repeating what is in the text book. I dont understand how this course has become so popular over the years. The regrading procedure is bureacratic crap and it makes life more miserable for the students who dont have the time to write down lengthy explanation as to why they require a regrading, as they are otherwise busy trying to complete the programming assignments. I believe there are easier more effective ways to learn Linux than trying to cramp it all in 2 and half months. I would never recommend this course to anyone.
Workload:
5 best out of the 6 programming assignments, midterm and final"
WCOMS4118,"Nieh, Jason","Great teacher, definitely one of the best lecturers in Columbia CS department. This is a rough class, but any class that involes with operating systems is rough, there's no way out. Hacking the linux kernel will be the most frustrating thing you''ll have ever done... but you'll get a lot out from this class, in terms of programming skills and systems knowledge in general. This class will also definitely help you to get a job if you are interested in doing IT as a lot of big firms are now hacking the linux kernel for their own benefit.
One warning: WATCH OUT FOR CHEATING FOR THIS CLASS, this class is notorious for cheating and THEY'LL CATCH YOU!!!
But this is definitely a fruitful class, definitely one of the best CS classes i took at Columbia
Workload:
6 Homework Assignments (Written and Programming)- The lowest grade assignment will be dropped.
Midterm and Final"
